name,ingredients,type,meal,instructions
Onion Chili Green peas Curry,"onion, chili, green peas, cumin, ginger, turmeric, quinoa",vegan,dinner,"To prepare Recipe 454, start by gathering the ingredients: onion, chili, green peas, cumin, ginger, turmeric, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"coriander, moong dal, quinoa, oats, ginger, carrot",vegetarian,dinner,"To prepare Recipe 455, start by gathering the ingredients: coriander, moong dal, quinoa, oats, ginger, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Green peas Paneer Curry,"lemon, green peas, paneer, coconut, garlic",vegetarian,breakfast,"To prepare Recipe 456, start by gathering the ingredients: lemon, green peas, paneer, coconut, garlic. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Rice Cumin Paneer Curry,"rice, cumin, paneer, green peas, ginger, beans, sprouts",vegetarian,lunch,"To prepare Recipe 457, start by gathering the ingredients: rice, cumin, paneer, green peas, ginger, beans, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Broccoli Cumin Curry,"zucchini, broccoli, cumin, cauliflower, quinoa, yogurt, carrot, onion",vegetarian,dinner,"To prepare Recipe 458, start by gathering the ingredients: zucchini, broccoli, cumin, cauliflower, quinoa, yogurt, carrot, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Paneer Turmeric Capsicum Curry,"paneer, turmeric, capsicum, black pepper, potato, onion",vegan,lunch,"To prepare Recipe 459, start by gathering the ingredients: paneer, turmeric, capsicum, black pepper, potato, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Tomato Sprouts Curry,"coconut, tomato, sprouts, paneer, onion",vegetarian,dinner,"To prepare Recipe 460, start by gathering the ingredients: coconut, tomato, sprouts, paneer, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Zucchini Chili Curry,"beans, zucchini, chili, cumin, spinach",vegetarian,breakfast,"To prepare Recipe 461, start by gathering the ingredients: beans, zucchini, chili, cumin, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Paneer Coconut Cumin Curry,"paneer, coconut, cumin, oats, coriander, broccoli",vegetarian,lunch,"To prepare Recipe 462, start by gathering the ingredients: paneer, coconut, cumin, oats, coriander, broccoli. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Broccoli Capsicum Potato Curry,"broccoli, capsicum, potato, green peas, moong dal, tomato, quinoa",vegetarian,breakfast,"To prepare Recipe 463, start by gathering the ingredients: broccoli, capsicum, potato, green peas, moong dal, tomato, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Chili Black pepper Curry,"zucchini, chili, black pepper, mustard seeds, carrot",vegetarian,breakfast,"To prepare Recipe 464, start by gathering the ingredients: zucchini, chili, black pepper, mustard seeds, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Broccoli Ginger Cumin Curry,"broccoli, ginger, cumin, turmeric, green peas, zucchini, capsicum, carrot",vegetarian,dinner,"To prepare Recipe 465, start by gathering the ingredients: broccoli, ginger, cumin, turmeric, green peas, zucchini, capsicum, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"turmeric, quinoa, broccoli, paneer, coriander, carrot",vegetarian,lunch,"To prepare Recipe 466, start by gathering the ingredients: turmeric, quinoa, broccoli, paneer, coriander, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Garlic Moong dal Turmeric Curry,"garlic, moong dal, turmeric, coriander, coconut",vegan,lunch,"To prepare Recipe 467, start by gathering the ingredients: garlic, moong dal, turmeric, coriander, coconut. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Sprouts Cauliflower Curry,"yogurt, sprouts, cauliflower, mint, paneer, spinach",healthy,dinner,"To prepare Recipe 468, start by gathering the ingredients: yogurt, sprouts, cauliflower, mint, paneer, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Cauliflower Black pepper Tomato Curry,"cauliflower, black pepper, tomato, broccoli, beans, mustard seeds",vegetarian,lunch,"To prepare Recipe 469, start by gathering the ingredients: cauliflower, black pepper, tomato, broccoli, beans, mustard seeds. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"onion, tomato, quinoa, cauliflower, capsicum",healthy,lunch,"To prepare Recipe 470, start by gathering the ingredients: onion, tomato, quinoa, cauliflower, capsicum. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"turmeric, quinoa, capsicum, green peas, fenugreek",vegetarian,dinner,"To prepare Recipe 471, start by gathering the ingredients: turmeric, quinoa, capsicum, green peas, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Mustard seeds Spinach Curry,"tomato, mustard seeds, spinach, onion, cauliflower",healthy,breakfast,"To prepare Recipe 472, start by gathering the ingredients: tomato, mustard seeds, spinach, onion, cauliflower. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Coconut Cauliflower Curry,"yogurt, coconut, cauliflower, ginger, mint, beans, carrot",healthy,breakfast,"To prepare Recipe 473, start by gathering the ingredients: yogurt, coconut, cauliflower, ginger, mint, beans, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Rice Mint Oats Curry,"rice, mint, oats, zucchini, black pepper",vegetarian,breakfast,"To prepare Recipe 474, start by gathering the ingredients: rice, mint, oats, zucchini, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Carrot Green peas Cauliflower Curry,"carrot, green peas, cauliflower, onion, fenugreek, ginger",vegetarian,dinner,"To prepare Recipe 475, start by gathering the ingredients: carrot, green peas, cauliflower, onion, fenugreek, ginger. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Zucchini Mint Curry,"ginger, zucchini, mint, garlic, tomato, paneer",vegan,lunch,"To prepare Recipe 476, start by gathering the ingredients: ginger, zucchini, mint, garlic, tomato, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, spinach, chili, coriander, rice",healthy,breakfast,"To prepare Recipe 477, start by gathering the ingredients: quinoa, spinach, chili, coriander, rice. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Moong dal Chili Curry,"coconut, moong dal, chili, ginger, quinoa",healthy,dinner,"To prepare Recipe 478, start by gathering the ingredients: coconut, moong dal, chili, ginger, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"potato, quinoa, cauliflower, turmeric, onion, coconut, beans",vegan,breakfast,"To prepare Recipe 479, start by gathering the ingredients: potato, quinoa, cauliflower, turmeric, onion, coconut, beans. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Broccoli Zucchini Curry,"tomato, broccoli, zucchini, coriander, quinoa, moong dal",vegetarian,dinner,"To prepare Recipe 480, start by gathering the ingredients: tomato, broccoli, zucchini, coriander, quinoa, moong dal. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, ginger, zucchini, fenugreek, cauliflower, coriander, paneer, beans",healthy,breakfast,"To prepare Recipe 481, start by gathering the ingredients: quinoa, ginger, zucchini, fenugreek, cauliflower, coriander, paneer, beans. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Coconut Green peas Curry,"beans, coconut, green peas, broccoli, tomato",healthy,lunch,"To prepare Recipe 482, start by gathering the ingredients: beans, coconut, green peas, broccoli, tomato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"spinach, oats, quinoa, potato, beans, moong dal, sprouts",vegan,dinner,"To prepare Recipe 483, start by gathering the ingredients: spinach, oats, quinoa, potato, beans, moong dal, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mustard seeds Beans Paneer Curry,"mustard seeds, beans, paneer, broccoli, carrot",vegan,breakfast,"To prepare Recipe 484, start by gathering the ingredients: mustard seeds, beans, paneer, broccoli, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mustard seeds Coriander Fenugreek Curry,"mustard seeds, coriander, fenugreek, beans, green peas, zucchini, quinoa, sprouts",healthy,lunch,"To prepare Recipe 485, start by gathering the ingredients: mustard seeds, coriander, fenugreek, beans, green peas, zucchini, quinoa, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Coriander Broccoli Curry,"lemon, coriander, broccoli, beans, tomato, mustard seeds, cumin, oats",healthy,lunch,"To prepare Recipe 486, start by gathering the ingredients: lemon, coriander, broccoli, beans, tomato, mustard seeds, cumin, oats. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coriander Broccoli Black pepper Curry,"coriander, broccoli, black pepper, mustard seeds, beans, quinoa",vegan,breakfast,"To prepare Recipe 487, start by gathering the ingredients: coriander, broccoli, black pepper, mustard seeds, beans, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
